Epoch,Training_MSE,Validation_MSE
1022,0.048532176080014845,0.14969490468502045
1023,0.049185423960167354,0.13911138474941254
1024,0.04827437671736902,0.1313701868057251
1025,0.049735474026440636,0.14333370327949524
1026,0.048999200895184745,0.13549277186393738
1027,0.04941023235022454,0.14419366419315338
1028,0.04863429526801854,0.13883189857006073
1029,0.046871751672832314,0.15286339819431305
1030,0.047190800608395624,0.13742832839488983
1031,0.048480852883672626,0.1390233188867569
1032,0.04711728675680677,0.14757174253463745
1033,0.04795667010751446,0.14316540956497192
1034,0.04742631755458221,0.14363813400268555
1035,0.04736817419167824,0.13604414463043213
1036,0.048537137204999324,0.1377093344926834
1037,0.051114214257837146,0.1443982869386673
1038,0.048018794953955446,0.16489720344543457
1039,0.04661880557641222,0.15158234536647797
1040,0.04622092723275423,0.14821508526802063
1041,0.047965944503455156,0.15299192070960999
1042,0.047450128365097696,0.13326798379421234
1043,0.047161677573148014,0.15537524223327637
1044,0.050574153277901525,0.16069328784942627
1045,0.04979274020614304,0.16561613976955414
1046,0.04905673937701646,0.15328124165534973
1047,0.049584677626549355,0.15098823606967926
1048,0.04989037844187572,0.1544627547264099
1049,0.04780762214551585,0.1357971578836441
1,0.2758628345469112,0.24384769797325134
1050,0.04720500406350994,0.14119091629981995
1051,0.052225745528040164,0.14787821471691132
1052,0.04897184053202175,0.13095402717590332
1053,0.05359866428879702,0.14563637971878052
1054,0.05229987132840087,0.14378230273723602
1055,0.048661063526044594,0.14100593328475952
1056,0.05030041182092975,0.14491969347000122
1057,0.049054876214032504,0.142163947224617
1058,0.04744232347540679,0.14099271595478058
1059,0.04801335835718531,0.13881725072860718
1060,0.048302037843954836,0.139509916305542
1061,0.04681873156185335,0.14071422815322876
1062,0.05347214005400635,0.13422684371471405
1063,0.048388903843121486,0.15481363236904144
1064,0.04679907834831644,0.1522032469511032
1065,0.046758945768042244,0.14527040719985962
1066,0.0475954650095908,0.15071451663970947
1067,0.04747084243245051,0.13898880779743195
1068,0.047575448571977666,0.14929382503032684
1069,0.04672655102648782,0.15009792149066925
1070,0.04676283569622427,0.15696555376052856
1071,0.047873455171492586,0.1564396172761917
1072,0.04539251269184383,0.1462954431772232
1073,0.0463083344937702,0.1532926857471466
1074,0.04749652916250488,0.15309903025627136
1075,0.0480814784596965,0.15506380796432495
2,0.2506244101964222,0.2535214424133301
1076,0.047105812683064324,0.15114349126815796
1077,0.046251204374375465,0.1479179412126541
1078,0.0482212923279973,0.1443454921245575
1079,0.05059311513692923,0.14728352427482605
