Epoch,Training_MSE,Validation_MSE
1,0.2647526260333502,0.23523418605327606
2,0.23109676971107007,0.22877386212348938
3,0.22193722283003703,0.20556536316871643
4,0.21443165490249438,0.20167556405067444
5,0.21272968326618097,0.20904509723186493
6,0.20975124541291457,0.19655945897102356
7,0.20868381539277203,0.201532244682312
8,0.20753041909606518,0.19558964669704437
9,0.2065613344756045,0.20517653226852417
10,0.20273709563778797,0.2013346403837204
11,0.2037843979092483,0.1955174207687378
12,0.201183217521504,0.19923396408557892
13,0.2015561602443415,0.19603382050991058
14,0.19802685440637907,0.19295667111873627
15,0.19628840300308056,0.18987320363521576
16,0.19596898427939538,0.1876891553401947
17,0.19356257907877022,0.17950156331062317
18,0.19258301911026887,0.18840859830379486
19,0.18812420605372815,0.18256047368049622
20,0.18716336138212747,0.17652586102485657
21,0.18101718994191934,0.17492827773094177
22,0.17893251453562597,0.18834365904331207
23,0.1765235938985492,0.15915030241012573
24,0.17061354872229256,0.15682265162467957
25,0.17045706426877236,0.1653604805469513
26,0.16855837060229575,0.1587597280740738
27,0.16882452001926818,0.16347892582416534
28,0.165023119839152,0.15340135991573334
29,0.1637247242142201,0.15784327685832977
30,0.1623681124005277,0.1643928438425064
31,0.15943839218641898,0.15937136113643646
32,0.15791534701741117,0.16149315237998962
33,0.1573980942750443,0.15442490577697754
34,0.1555012558891664,0.15355029702186584
35,0.15432071871275588,0.15829315781593323
36,0.15631517780668888,0.14653311669826508
37,0.15397092578238966,0.15325015783309937
38,0.15302287199074902,0.14682011306285858
39,0.153108237845623,0.1544441431760788
40,0.15135206996471867,0.1431620568037033
41,0.15055353688628006,0.15489521622657776
42,0.150710610754371,0.1509171426296234
43,0.14851668873742033,0.14167265594005585
44,0.1461930976609351,0.15433602035045624
45,0.1469189819903819,0.1417882740497589
46,0.1478998069400307,0.14377416670322418
47,0.14467851983995672,0.14013153314590454
48,0.14654962228210033,0.14242443442344666
49,0.1463373108872029,0.13904781639575958
50,0.1424737436217813,0.14805050194263458
51,0.14234902303868663,0.14646942913532257
52,0.14575433852844713,0.1517103910446167
53,0.14308415662060986,0.1376272588968277
54,0.1414240454838234,0.13778837025165558
55,0.14178996515098585,0.13930407166481018
56,0.14253905590903923,0.1349438577890396
57,0.1415095840794773,0.13406211137771606
58,0.1379919227455159,0.13900883495807648
59,0.14017576912517038,0.13185976445674896
60,0.13907036129297784,0.13577264547348022
61,0.14145303011515345,0.13443145155906677
62,0.13897766378223556,0.138611301779747
63,0.13861553815709063,0.12758450210094452
64,0.14215365498634086,0.13959498703479767
65,0.1382253116164288,0.1344558745622635
66,0.13655421667603607,0.13469263911247253
67,0.1366779213392361,0.1342739462852478
68,0.13801286414278868,0.13508212566375732
69,0.13563697108810527,0.13272510468959808
70,0.13477097676499455,0.13559402525424957
71,0.13561088851984043,0.133375883102417
72,0.13343319236332202,0.12688638269901276
73,0.13278764236305757,0.1370552033185959
74,0.1348485509036474,0.13024592399597168
75,0.1327820865031109,0.1368037611246109
76,0.13246287447371438,0.1369200050830841
77,0.13279336411115966,0.13100479543209076
78,0.13154466263264467,0.12217995524406433
79,0.13261495032387327,0.12767907977104187
80,0.13228156719091594,0.12850125133991241
81,0.12986314415840944,0.1298278570175171
82,0.13391490067349307,0.11631512641906738
83,0.1300228194031917,0.13687793910503387
84,0.12897510395019343,0.13640299439430237
85,0.1334137000723049,0.1409904956817627
86,0.12867594496041532,0.13405628502368927
87,0.12880872980340635,0.13252198696136475
88,0.127426904319295,0.13321872055530548
89,0.130189448570467,0.1376550793647766
90,0.12793991820977252,0.13682793080806732
91,0.12966763941187526,0.12847255170345306
92,0.12898608531281514,0.14520882070064545
93,0.1281054284229313,0.12951436638832092
94,0.12910528409157349,0.13662533462047577
95,0.12915930493507058,0.13780881464481354
96,0.12559963094183763,0.13228541612625122
97,0.12539037271659093,0.11812222003936768
98,0.12652579689692187,0.13169583678245544
99,0.1261525827729071,0.1273680478334427
100,0.1240116918927264,0.1344718039035797
101,0.12497599751263944,0.12999986112117767
102,0.12400305557978546,0.13915421068668365
103,0.12382896473356392,0.127889484167099
104,0.12391020581145121,0.1352982223033905
105,0.12428199683911999,0.1270522177219391
106,0.1251893717520976,0.14343371987342834
107,0.1218641374906358,0.12888674437999725
108,0.12213551902370909,0.13718560338020325
109,0.12299975697241856,0.11823952943086624
110,0.12327571457532922,0.1216508075594902
111,0.12186265397944997,0.13105903565883636
112,0.12212799049610415,0.12856967747211456
113,0.11919429630339864,0.12517428398132324
114,0.12094327311855542,0.13013586401939392
115,0.12043814333868336,0.12982423603534698
116,0.12048781660343243,0.13375212252140045
117,0.12131077185974647,0.1369541585445404
118,0.12020602802167067,0.12534485757350922
119,0.12033144583106192,0.1372150182723999
120,0.12168456369162725,0.13905781507492065
121,0.11968075935931514,0.13521993160247803
122,0.12183982109001726,0.13746601343154907
123,0.11861181378084729,0.13370876014232635
124,0.11882097082057287,0.13299305737018585
125,0.11657249645890506,0.12445656955242157
126,0.11668853218494794,0.1339738816022873
127,0.11903437981806254,0.1375434249639511
128,0.11859868665195906,0.13148237764835358
129,0.1170459921824994,0.13361763954162598
130,0.11627664537281422,0.13057486712932587
131,0.11947915099524345,0.12929745018482208
132,0.11508185844152292,0.13489216566085815
133,0.11473119804178787,0.13383036851882935
134,0.11458192535605985,0.12858225405216217
135,0.11561622420795495,0.12722507119178772
136,0.11397351424485472,0.12430532276630402
137,0.11286367573833847,0.13528569042682648
138,0.12197096979647569,0.1411878615617752
139,0.11810031876699707,0.1364683210849762
140,0.11864740309331369,0.13094407320022583
141,0.11629920434492703,0.12801030278205872
142,0.11673349856407626,0.13481980562210083
143,0.11748860591885221,0.12395904958248138
144,0.11333215330162412,0.1224386915564537
145,0.11393834241164727,0.12371131777763367
146,0.1144465144126643,0.1250670850276947
147,0.1144797452769785,0.12721092998981476
148,0.11166615879084915,0.1289527863264084
149,0.11395825501335195,0.13984596729278564
150,0.11283056343714305,0.12496326118707657
151,0.11401326234264886,0.130825936794281
152,0.11408850397499151,0.12418178468942642
153,0.11295143016748146,0.1280238926410675
154,0.11218691403309776,0.12231583893299103
155,0.11040004282195229,0.12212615460157394
156,0.11220137868253822,0.1235637441277504
157,0.11176134497229785,0.12576673924922943
158,0.11510724882617576,0.12742701172828674
159,0.1108806736492185,0.12359743565320969
160,0.1103608911591592,0.12210866808891296
161,0.11051434596704811,0.1431809365749359
162,0.1103913659992564,0.1283189058303833
163,0.11090896188193673,0.12524783611297607
164,0.11069999640324654,0.12382230162620544
165,0.11050267846371646,0.12569071352481842
166,0.10773803009522202,0.12282931804656982
167,0.11268774957285362,0.12952002882957458
168,0.11033450285616359,0.11667640507221222
169,0.10879278607461344,0.11695296317338943
170,0.10979855503159464,0.12382418662309647
171,0.10999218919268948,0.12879356741905212
172,0.10914155514526755,0.12608003616333008
173,0.10860553785426834,0.12897168099880219
174,0.1065814451513867,0.11676863580942154
175,0.10690284704832298,0.12736934423446655
176,0.10611982226500337,0.12581278383731842
177,0.10630634311166395,0.12507840991020203
178,0.10472974163685606,0.1178782656788826
179,0.10617068526485732,0.11630301177501678
180,0.10554556259118486,0.12794247269630432
181,0.1057580234779499,0.10955307632684708
182,0.104592340006288,0.11951159685850143
183,0.10508425659507743,0.1168205738067627
184,0.10587875694206653,0.11993847787380219
185,0.10569601584745382,0.12380214780569077
186,0.10719446543320048,0.11918079853057861
187,0.10556316629166554,0.12190726399421692
188,0.10449280187935715,0.12148892134428024
189,0.10325453306757819,0.1212182268500328
190,0.1059507346037166,0.11781307309865952
191,0.10592028686403093,0.12044143676757812
192,0.10381222410698769,0.12028700113296509
193,0.10325050769406154,0.12696796655654907
194,0.10287636598836133,0.11819609999656677
195,0.1018812979095638,0.12076842039823532
196,0.10520284293157288,0.1281248778104782
197,0.10589615211066612,0.11846926063299179
198,0.10344887978628102,0.12188688665628433
199,0.10439224023116209,0.11431524157524109
200,0.10329507697738075,0.13247783482074738
201,0.10553542660853461,0.11254599690437317
202,0.10327432350661,0.1158343032002449
203,0.10303204190404323,0.12317191809415817
204,0.1039964322389768,0.1135607659816742
205,0.10094163593204021,0.11506813764572144
206,0.10153937099654879,0.12522143125534058
207,0.10201149278902612,0.11300002038478851
208,0.10113256918061976,0.12657606601715088
209,0.1015494565774063,0.1118527427315712
210,0.1032526613807651,0.11645054817199707
211,0.09997667666430583,0.11686816066503525
212,0.1005687575010672,0.12235862016677856
213,0.09916933817944239,0.11593911051750183
214,0.10024737400416266,0.1217043325304985
215,0.10053782943386125,0.12271703034639359
216,0.09887383366115897,0.12703171372413635
217,0.09971895255124776,0.12024295330047607
218,0.09930127240077385,0.12587696313858032
219,0.0998527305336595,0.12152300029993057
220,0.09820269667157636,0.12639452517032623
221,0.10045790392373695,0.11620211601257324
222,0.10092821415400781,0.11943882703781128
223,0.10079812796027993,0.11536850780248642
224,0.10181015297863148,0.11982925236225128
225,0.10147472735801152,0.11797130107879639
226,0.09745054200666006,0.12840776145458221
227,0.0966943949030833,0.11519531905651093
228,0.09723515734747723,0.12174339592456818
229,0.09603691105281183,0.11990004032850266
230,0.09919297808417056,0.11146676540374756
231,0.09756985085661483,0.12716788053512573
232,0.0984274699996607,0.11928585916757584
233,0.09781940493535578,0.1205272451043129
234,0.09635887656617537,0.12080948054790497
235,0.09754638311550892,0.11137278378009796
236,0.09494848712823095,0.11965765058994293
237,0.09541612763329821,0.1221541091799736
238,0.09865925157585206,0.11821050196886063
239,0.0962494402469649,0.12137609720230103
240,0.09537575113230316,0.11701977252960205
241,0.09549903451957734,0.1263216733932495
242,0.09554897348813986,0.11837498843669891
243,0.0960714115202616,0.11885955184698105
244,0.09646709171480568,0.12427382916212082
245,0.09831850344518192,0.12109097838401794
246,0.0972465491339483,0.12585844099521637
247,0.09538660219863063,0.12689703702926636
248,0.09372407423615713,0.11850164085626602
249,0.09551899099684454,0.12570953369140625
250,0.09564620612928701,0.12220735102891922
251,0.0959946139474657,0.12224345654249191
252,0.09335548184408389,0.1157338097691536
253,0.09625095896665826,0.11814755201339722
254,0.094206143902796,0.12325401604175568
255,0.0944686138882142,0.12467187643051147
256,0.09290347579058816,0.12248001992702484
257,0.0958577304201189,0.1243952140212059
258,0.09578286143497924,0.11914609372615814
259,0.09488396148510866,0.1277436763048172
260,0.09484726758176278,0.11980728060007095
261,0.09463977972167259,0.11935578286647797
262,0.09354632813802544,0.12015941739082336
263,0.0933814169762212,0.12267513573169708
264,0.09415088707547838,0.12226098030805588
265,0.09314534483226238,0.1294388473033905
266,0.09147159311938839,0.1169121116399765
267,0.09138807072401682,0.11998331546783447
268,0.09088858631599632,0.12029420584440231
269,0.09109071502337948,0.12189369648694992
270,0.09410745148388523,0.12483053654432297
271,0.09290042054061735,0.12860457599163055
272,0.09190730991917596,0.12389770895242691
273,0.09173555806980659,0.12134355306625366
274,0.09098677528704685,0.12730728089809418
275,0.09228185006407762,0.12602610886096954
276,0.09094898397822154,0.11959526687860489
277,0.08967677513183547,0.12967361509799957
278,0.09328802800839542,0.11740819364786148
279,0.09251408518502713,0.11539294570684433
280,0.09124833796172861,0.11858607083559036
281,0.09078110386735064,0.1298513263463974
282,0.08967642828986633,0.1170433908700943
283,0.08883577740925276,0.12915898859500885
284,0.08831018379721269,0.11927150189876556
285,0.08843187036699654,0.12166770547628403
286,0.0900636561060826,0.11489895731210709
287,0.09005066478413883,0.11672576516866684
288,0.0879989894500028,0.14069479703903198
289,0.09055370860092002,0.12244316935539246
290,0.09457658711655871,0.11424143612384796
291,0.09313238619748385,0.11602713912725449
292,0.0892904136968497,0.11701242625713348
293,0.08802793907277431,0.127073734998703
294,0.09102882709850017,0.13679775595664978
295,0.08947723495666789,0.12530925869941711
296,0.08862492463496748,0.12177392095327377
297,0.08935838533229082,0.12029342353343964
298,0.0890247429151581,0.11839208006858826
299,0.09069552689378538,0.11407987028360367
300,0.08939746227656625,0.12507455050945282
301,0.08850669999433311,0.11572849750518799
302,0.08942185172284335,0.12571807205677032
303,0.08825469075453612,0.12950602173805237
304,0.09075472837716035,0.1252691000699997
305,0.08912827083981592,0.1260133981704712
306,0.09039715717442295,0.1436804085969925
307,0.08851531049164096,0.12576109170913696
308,0.08931903736215606,0.11788472533226013
309,0.08779781151318547,0.12585440278053284
310,0.0873197069569577,0.12145868688821793
311,0.08794711270085856,0.11999417096376419
312,0.08702229695954067,0.1195453405380249
313,0.0856309842978648,0.12209182232618332
314,0.08487854207088433,0.1713992804288864
315,0.0874746137672898,0.1289837509393692
316,0.08624480999396425,0.11506229639053345
317,0.08483871916759711,0.13048450648784637
318,0.08515890781817181,0.12855784595012665
319,0.08693127340310162,0.14014336466789246
320,0.0868034567478314,0.1212145984172821
321,0.08807868784599128,0.12517490983009338
322,0.08545211763562564,0.11924128979444504
323,0.08735511257682955,0.11712472885847092
324,0.08743959555350166,0.12789760529994965
325,0.08637905500705374,0.12957869470119476
326,0.08597148471445605,0.12942567467689514
327,0.08586644839134756,0.1329241693019867
328,0.08697865000156532,0.11936453729867935
329,0.08730749652600805,0.11717003583908081
330,0.08634319193136523,0.11925773322582245
331,0.08526837267714275,0.12457943707704544
332,0.08602704148602022,0.12533797323703766
333,0.08425817203191222,0.12495586276054382
334,0.08426657168941742,0.1116834431886673
335,0.08665640537079072,0.11352557688951492
336,0.0858529565271849,0.12625080347061157
337,0.08496465263118932,0.12105032056570053
338,0.08448647112013528,0.11912332475185394
339,0.0840608651741872,0.1212715357542038
340,0.0832999757576255,0.12228387594223022
341,0.08600403539209617,0.11620556563138962
342,0.08399248203053993,0.12067465484142303
343,0.08567535483663934,0.1212846115231514
344,0.08577491994013627,0.12348046898841858
345,0.0858629285219039,0.12309572100639343
346,0.08265261862475684,0.12751591205596924
347,0.08487174444608679,0.12917983531951904
348,0.08209278480649797,0.12594695389270782
349,0.08216539442127027,0.12404318153858185
350,0.08304717134111894,0.11795198172330856
351,0.08270794468877612,0.14287322759628296
