Epoch,Training_MSE,Validation_MSE
1,0.285163326603237,0.23091591894626617
2,0.250755313078154,0.23592734336853027
3,0.23126765977094477,0.21757419407367706
4,0.21715362749869957,0.2085549682378769
5,0.21194995958450225,0.2047218531370163
6,0.2100467288226377,0.20472870767116547
7,0.2062154985409357,0.19943557679653168
8,0.20617859793479273,0.19908805191516876
9,0.20542515424332966,0.1945776641368866
10,0.20309890922957335,0.20161141455173492
11,0.20319634935393308,0.19714078307151794
12,0.20064953398377805,0.20239190757274628
13,0.2005603393047477,0.1936238408088684
14,0.2000826403447599,0.19411171972751617
15,0.19886058815132768,0.19533151388168335
16,0.19951187923329386,0.1888161152601242
17,0.19799628879134235,0.19648310542106628
18,0.196766690530574,0.18449705839157104
19,0.19468339607015567,0.18547961115837097
20,0.1950534435206297,0.1905372440814972
21,0.19339224590087145,0.18267370760440826
22,0.19168439242776586,0.18447010219097137
23,0.19028270028483338,0.18550263345241547
24,0.19031512472046358,0.17783471941947937
25,0.18854743495627022,0.17541024088859558
26,0.18733888235457913,0.18456940352916718
27,0.18952793623723138,0.1813790649175644
28,0.18596047014206016,0.17964565753936768
29,0.1855514607685439,0.16964024305343628
30,0.1823416778480034,0.1741451621055603
31,0.18233658311716752,0.17831245064735413
32,0.18237478749172106,0.16335691511631012
33,0.1782262611766936,0.1654156893491745
34,0.18051068543397053,0.16011987626552582
35,0.1780551749446673,0.16705289483070374
36,0.17513287695527244,0.1703065037727356
37,0.17254116374546918,0.16360419988632202
38,0.17306774271451916,0.1618729829788208
39,0.17056384350730597,0.1546170711517334
40,0.16983906860816542,0.1543150097131729
41,0.1654288777409131,0.14740557968616486
42,0.17041554752075042,0.14909067749977112
43,0.16551120370690736,0.1599643975496292
44,0.16057128189780387,0.1598048359155655
45,0.15812765517720048,0.14345087110996246
46,0.15795573740800525,0.1394679844379425
47,0.1587157263007507,0.15354837477207184
48,0.15547508116286352,0.1473059058189392
49,0.15301839689088495,0.15065301954746246
50,0.15580200922850682,0.14363156259059906
51,0.15189860222296067,0.1462446004152298
52,0.14870896726438287,0.13754811882972717
53,0.14841364189659093,0.14765404164791107
54,0.14703283317991206,0.14271511137485504
55,0.14523450027956997,0.14612224698066711
56,0.1434888920457574,0.13092374801635742
57,0.14343332587848262,0.13614137470722198
58,0.14555793093244915,0.13756167888641357
59,0.14402857892496032,0.1386123150587082
60,0.14088738900372377,0.15608270466327667
61,0.14069299900717822,0.1318199783563614
62,0.14226684752885285,0.14169611036777496
63,0.14004416996441793,0.13035225868225098
64,0.14061907037209623,0.13010984659194946
65,0.13823181237042698,0.13423261046409607
66,0.1392509400326503,0.1340208202600479
67,0.13953442895394294,0.13869580626487732
68,0.138602167583483,0.13091684877872467
69,0.13728333821515717,0.13245876133441925
70,0.13741597954300572,0.14062567055225372
71,0.13490515238208495,0.13450492918491364
72,0.1340835306180369,0.12757471203804016
73,0.1338109462572194,0.13514144718647003
74,0.13260823186941217,0.13602368533611298
75,0.13529046331545888,0.12774188816547394
76,0.1363419076956524,0.13378484547138214
77,0.13402895809407314,0.13334086537361145
78,0.13136650668782127,0.13663356006145477
79,0.13160094204718595,0.12848202884197235
80,0.13183807896570934,0.12824015319347382
81,0.12960716001259284,0.1352388560771942
82,0.13099024397501968,0.13292351365089417
83,0.12846340671845338,0.1317969262599945
84,0.12886795031927575,0.125466451048851
85,0.13103695099686716,0.13297975063323975
86,0.12919510918936591,0.13982415199279785
87,0.12836155334321878,0.13214488327503204
88,0.1263957842437617,0.1289370208978653
89,0.12781428152716806,0.13040268421173096
90,0.1271056292519255,0.14197418093681335
91,0.1292304911235575,0.12079669535160065
92,0.1269726593597122,0.12257476150989532
93,0.12708341997353623,0.1334570348262787
94,0.12651383400610022,0.1219903975725174
95,0.12501170595781919,0.14243106544017792
96,0.12805753232349434,0.13225260376930237
97,0.1276175137091645,0.1397741436958313
98,0.12556405927025868,0.12762533128261566
99,0.12379848173904685,0.12719984352588654
100,0.1267660276612387,0.12432271987199783
101,0.12623182562512048,0.11794254183769226
102,0.12410772102781546,0.12720082700252533
103,0.12485756225058639,0.12255454808473587
104,0.1234044702755529,0.11405704915523529
105,0.12188129879741284,0.1299210488796234
106,0.12397467427342362,0.12427106499671936
107,0.12356007506943509,0.12027183920145035
108,0.12176886952013372,0.12598194181919098
109,0.12245672354312767,0.1286134570837021
110,0.12334166055569082,0.12828512489795685
111,0.12118387732987113,0.11574456840753555
112,0.12308331760672987,0.12355609983205795
113,0.12215745401466019,0.12646484375
114,0.12109115701265677,0.14472678303718567
115,0.12636453973864664,0.11355627328157425
116,0.12049854048094673,0.11699524521827698
117,0.12276194825751453,0.12022367119789124
118,0.12110352740136066,0.11923480778932571
119,0.11824867090281459,0.11812649667263031
120,0.11896997562951961,0.12179374694824219
121,0.1178081613253812,0.12904149293899536
122,0.11683613555585048,0.12440209090709686
123,0.11910170133291442,0.14204418659210205
124,0.11746072544730597,0.12423068284988403
125,0.11738344087824272,0.1196402758359909
126,0.11978468633767479,0.11843240261077881
127,0.11913625171244742,0.13040056824684143
128,0.117498415664676,0.12565363943576813
129,0.11711910061463535,0.1239476427435875
130,0.11785318708982494,0.12132251262664795
131,0.11612784500435787,0.11867520958185196
132,0.11536524966009346,0.12187793850898743
133,0.11498813628828959,0.12451763451099396
134,0.11538979423037037,0.12204970419406891
135,0.11790675367479805,0.1298673003911972
136,0.11639157412560697,0.12176941335201263
137,0.11623326683427125,0.12610627710819244
138,0.11626771046469137,0.12630139291286469
139,0.11767690816662318,0.12334995716810226
140,0.11595097436315441,0.12849131226539612
141,0.11537724597689888,0.1242111474275589
142,0.11549160429089221,0.11744562536478043
143,0.1152006198151389,0.12430821359157562
144,0.11761954671998358,0.12504886090755463
145,0.11398983514438636,0.11730152368545532
146,0.11365064073865933,0.1364596039056778
147,0.11205894632891053,0.13035620748996735
148,0.11418028407733825,0.1162385642528534
149,0.11089114125597267,0.1245192140340805
150,0.11253221245436949,0.1215493232011795
151,0.11137684564831868,0.1167350709438324
152,0.11092034886915994,0.11599566787481308
153,0.11128621526764909,0.12066330760717392
154,0.11189168042911822,0.1190224289894104
155,0.11098596039966133,0.12401556968688965
156,0.11191823565499338,0.1268521547317505
157,0.10962976086939097,0.12167142331600189
158,0.10985707153661074,0.12894649803638458
159,0.1106498445514313,0.12021449208259583
160,0.11042414231055915,0.11832088232040405
161,0.1092760010016568,0.1227756142616272
162,0.1101502957111566,0.12420909851789474
163,0.1097963966364002,0.11810137331485748
164,0.11018593093719961,0.12303674221038818
165,0.10827949624416444,0.12625548243522644
166,0.10741048164324415,0.10821017622947693
167,0.11026980480031001,0.12641239166259766
168,0.11082388022686454,0.12147054076194763
169,0.10803639107969808,0.12164629995822906
170,0.10800736880596633,0.1179090142250061
171,0.10614775522055321,0.11747074872255325
172,0.10690307761925971,0.10895827412605286
173,0.10977868579139928,0.11721818894147873
174,0.10636085476983911,0.11030696332454681
175,0.10641366207721406,0.1243186742067337
176,0.10620230796989519,0.11187052726745605
177,0.10606189003024453,0.12534311413764954
178,0.1061161296604521,0.12165364623069763
179,0.10441744298096417,0.12105179578065872
180,0.10559917426914026,0.11572003364562988
181,0.10487595818915081,0.12613460421562195
182,0.10652780118380052,0.12421611696481705
183,0.10727557752084314,0.12232909351587296
184,0.10476423584443786,0.13052807748317719
