Epoch,Training_MSE,Validation_MSE
1,0.2920990869835922,0.28094255924224854
2,0.25318568696858085,0.28215569257736206
3,0.23432911953616717,0.2540326714515686
4,0.21700580943796274,0.2504405081272125
5,0.20831108089233472,0.24457861483097076
6,0.2049080912367023,0.24327147006988525
7,0.20193129249536446,0.24485836923122406
8,0.20008931378304193,0.23037634789943695
9,0.1964885848153682,0.23739448189735413
10,0.19592920384460216,0.23204244673252106
11,0.195691160936564,0.22812055051326752
12,0.19296653303215971,0.22797690331935883
13,0.19562809513707666,0.2349647432565689
14,0.19910089349687624,0.23603443801403046
15,0.19106263817229446,0.22298398613929749
16,0.18908633647885617,0.2211536467075348
17,0.18750158093968713,0.2170499712228775
18,0.18707343959800293,0.21345284581184387
19,0.191317505273472,0.24537993967533112
20,0.18699853496525734,0.2222653329372406
