Epoch,Training_MSE,Validation_MSE
1,0.31031627735191436,0.2844076454639435
2,0.27105294131405533,0.2789285480976105
3,0.2650469850784864,0.26618969440460205
4,0.25026844534204734,0.24999050796031952
5,0.23662550041444078,0.24563033878803253
6,0.2303545174297381,0.24648362398147583
7,0.22755588346382713,0.24745909869670868
8,0.22700301192719324,0.24531172215938568
9,0.22306283703189253,0.2451774924993515
10,0.2213810973706936,0.23926439881324768
