Epoch,Training_MSE,Validation_MSE
1,0.30284277588216324,0.2833212912082672
2,0.26461467291890406,0.28741300106048584
3,0.24894350808425164,0.26365745067596436
4,0.24252225438816424,0.2598845660686493
5,0.22639569612297558,0.25293007493019104
6,0.2228930454166603,0.26386117935180664
7,0.21361577407777727,0.24596837162971497
8,0.21236101550866848,0.2415717989206314
9,0.21006396738801836,0.2475925087928772
10,0.20642616364313532,0.2514256238937378
11,0.2087903029244879,0.24606552720069885
12,0.20742178296594369,0.26660576462745667
13,0.20332183977402285,0.24870285391807556
14,0.2050134851256317,0.2501562833786011
15,0.20093490858420673,0.24025139212608337
16,0.1997984480612126,0.24759674072265625
17,0.20287218995394002,0.23398400843143463
18,0.20444826364490357,0.28635603189468384
19,0.19960193202742105,0.24337156116962433
20,0.22533683580209823,0.26695019006729126
