Epoch,Training_MSE,Validation_MSE
1,0.2882817085776107,0.23030175268650055
2,0.24704967190916505,0.22720716893672943
3,0.22640238698893825,0.21630005538463593
4,0.21290556771654479,0.19985626637935638
5,0.21166663571517186,0.20826278626918793
6,0.20935611622146869,0.20224617421627045
7,0.20594883456688184,0.19930779933929443
8,0.20522695059605986,0.20341195166110992
9,0.20510495594462652,0.20168036222457886
10,0.20349845733947824,0.1954503059387207
11,0.2024287317274806,0.2013162225484848
12,0.20093807023712984,0.19943566620349884
13,0.2012135007953662,0.2035198211669922
14,0.19965697526024193,0.18673750758171082
15,0.20112022465784346,0.19177106022834778
16,0.19723945650851238,0.18721581995487213
17,0.19960750334173755,0.18507839739322662
18,0.1960487651569319,0.19266699254512787
19,0.19475531362421605,0.1825123429298401
20,0.19288971173462263,0.18538817763328552
21,0.1923033798503673,0.17387740314006805
22,0.19167367464325905,0.16978774964809418
23,0.18960001810207205,0.17485399544239044
24,0.18849791735202706,0.17746812105178833
25,0.1879602599198436,0.1748877763748169
26,0.1855578862982434,0.16214613616466522
27,0.1830928714319831,0.1641840636730194
28,0.182832830150544,0.1700654774904251
29,0.18287176639125244,0.1605677604675293
30,0.18071494108074707,0.15662381052970886
31,0.1795793077074745,0.1630304902791977
32,0.17937423365776528,0.16634073853492737
33,0.1782538248893725,0.15492793917655945
34,0.17743573200428883,0.1589069813489914
35,0.17685942749068936,0.1644040048122406
36,0.17642359438299937,0.1605234593153
37,0.17953927294053246,0.15924948453903198
38,0.17582040997083803,0.16619403660297394
39,0.17585347361967596,0.1633470356464386
40,0.16987508473935095,0.1527235209941864
41,0.17215799856134484,0.15134526789188385
42,0.16840698101196536,0.15464499592781067
43,0.16869194575515348,0.15400496125221252
44,0.16661912113307106,0.15311190485954285
45,0.16781692769269232,0.1552111953496933
46,0.1648155770134221,0.15154403448104858
47,0.16461209501598922,0.15903909504413605
48,0.1629786518436786,0.1469186395406723
49,0.1620504443864958,0.14652007818222046
50,0.160329145877937,0.14927981793880463
51,0.15773086493879523,0.14712069928646088
52,0.15666657105010712,0.14962328970432281
53,0.15662010683484404,0.1537148505449295
54,0.15624962803631048,0.1575452983379364
55,0.1555941818163126,0.1545579731464386
