Epoch,Training_MSE,Validation_MSE
1,0.28396403260141323,0.27978044748306274
2,0.24947057038337483,0.2691657245159149
3,0.2299310215544287,0.24588951468467712
4,0.2130434568849709,0.25107234716415405
5,0.206240189806597,0.24517348408699036
6,0.20462635090676587,0.25193122029304504
7,0.2017704448464433,0.24011847376823425
8,0.19997927544822722,0.2526737153530121
9,0.19865004094260907,0.24067199230194092
10,0.19745380671262258,0.24145454168319702
11,0.20138161444978206,0.23598116636276245
12,0.1968723883544789,0.2361873984336853
13,0.19715565449417,0.23901411890983582
14,0.19370249847647145,0.23954102396965027
15,0.19489583400260438,0.23485629260540009
16,0.1920732044406935,0.23733393847942352
17,0.19167630726231946,0.23748424649238586
18,0.19045753830065731,0.24311938881874084
19,0.19116319760623132,0.22903546690940857
20,0.19157282105099646,0.23296847939491272
